Gene stable ID,Transcript stable ID,Gene type,Gene name,miRBase accession,miRBase ID
ENSG00000208036,ENST00000385301,miRNA,MIR106B,MI0000734,hsa-mir-106b
ENSG00000265132,ENST00000578031,miRNA,AC145141.2,,
ENSG00000264165,ENST00000581009,miRNA,AL845439.1,,
ENSG00000223253,ENST00000411321,miRNA,AC022872.1,,
ENSG00000263481,ENST00000584589,miRNA,AL603766.1,,
ENSG00000221053,ENST00000408126,miRNA,AC115286.1,,
ENSG00000266154,ENST00000584344,miRNA,MIR4658,MI0017286,hsa-mir-4658
ENSG00000265613,ENST00000582542,miRNA,AC143336.1,,
ENSG00000264099,ENST00000583015,miRNA,MIR4803,MI0017451,hsa-mir-4803
ENSG00000221612,ENST00000408685,miRNA,AC106775.1,,
ENSG00000264607,ENST00000580810,miRNA,MIR3173,MI0014204,hsa-mir-3173
ENSG00000216009,ENST00000401190,miRNA,MIR874,MI0005532,hsa-mir-874
ENSG00000207941,ENST00000385206,miRNA,MIR552,MI0003557,hsa-mir-552
ENSG00000252901,ENST00000517092,miRNA,AL669914.1,,
ENSG00000266016,ENST00000584743,miRNA,AC009779.1,,
ENSG00000221240,ENST00000408313,miRNA,MIR1258,MI0006392,hsa-mir-1258
ENSG00000216162,ENST00000401343,miRNA,AL121988.1,,
ENSG00000221613,ENST00000408686,miRNA,AL161452.1,,
ENSG00000251963,ENST00000516154,miRNA,AC090420.1,,
ENSG00000252176,ENST00000516367,miRNA,AC123767.1,,
ENSG00000264976,ENST00000579068,miRNA,AC009478.2,,
ENSG00000252309,ENST00000516500,miRNA,AL391416.1,,
ENSG00000263735,ENST00000579498,miRNA,MIR4662A,MI0017293,hsa-mir-4662b
ENSG00000263735,ENST00000579498,miRNA,MIR4662A,MI0017290,hsa-mir-4662a
ENSG00000207846,ENST00000385111,miRNA,AL035088.1,,
ENSG00000263439,ENST00000585119,miRNA,MIR4753,MI0017392,hsa-mir-4753
ENSG00000207690,ENST00000384957,miRNA,MIR630,MI0003644,hsa-mir-630
ENSG00000266417,ENST00000585257,miRNA,MIR4424,MI0016763,hsa-mir-4424
ENSG00000221018,ENST00000408091,miRNA,AC136365.1,,
ENSG00000266705,ENST00000581331,miRNA,MIR4437,MI0016778,hsa-mir-4437
ENSG00000264894,ENST00000577347,miRNA,AL590282.1,,
ENSG00000264133,ENST00000580312,miRNA,AC006953.1,,
ENSG00000263403,ENST00000584777,miRNA,MIR4673,MI0017304,hsa-mir-4673
ENSG00000266475,ENST00000582317,miRNA,AC106753.1,,
ENSG00000221568,ENST00000408641,miRNA,AC026797.1,,
ENSG00000207583,ENST00000384851,miRNA,MIR606,MI0003619,hsa-mir-606
ENSG00000265181,ENST00000582457,miRNA,MIR4674,MI0017305,hsa-mir-4674
ENSG00000223275,ENST00000411343,miRNA,AC006026.1,,
ENSG00000266400,ENST00000581789,miRNA,AC113171.1,,
ENSG00000221547,ENST00000408620,miRNA,AL359853.1,,
ENSG00000222732,ENST00000410800,miRNA,AC008671.1,,
ENSG00000222831,ENST00000410899,miRNA,MIR1537,MI0007258,hsa-mir-1537
ENSG00000216127,ENST00000401308,miRNA,AC011407.1,,
ENSG00000222064,ENST00000410132,miRNA,AC108137.1,,
ENSG00000222945,ENST00000411013,miRNA,AC091866.1,,
ENSG00000215921,ENST00000401102,miRNA,AL731568.1,,
ENSG00000264698,ENST00000579351,miRNA,MIR4255,MI0015863,hsa-mir-4255
ENSG00000207923,ENST00000385188,miRNA,MIR559,MI0003565,hsa-mir-559
ENSG00000265160,ENST00000581891,miRNA,MIR5003,MI0017869,hsa-mir-5003
ENSG00000199161,ENST00000362291,miRNA,MIR126,MI0000471,hsa-mir-126
ENSG00000221693,ENST00000408766,miRNA,AL590226.1,,
ENSG00000221469,ENST00000408542,miRNA,AL133260.1,,
ENSG00000208013,ENST00000385278,miRNA,MIR652,MI0003667,hsa-mir-652
ENSG00000265584,ENST00000585195,miRNA,MIR3978,MI0016996,hsa-mir-3978
ENSG00000264284,ENST00000580703,miRNA,AL391380.1,,
ENSG00000212095,ENST00000390806,miRNA,AC096922.1,,
ENSG00000263675,ENST00000580821,miRNA,MIR5581,MI0019136,hsa-mir-5581
ENSG00000263372,ENST00000579992,miRNA,MIR548AO,MI0017871,hsa-mir-548ao
ENSG00000265435,ENST00000579680,miRNA,MIR3121,MI0014137,hsa-mir-3121
ENSG00000266683,ENST00000584462,miRNA,AL358354.1,,
ENSG00000266262,ENST00000584884,miRNA,MIR4428,MI0016767,hsa-mir-4428
ENSG00000266825,ENST00000579998,miRNA,AL590085.1,,
ENSG00000263700,ENST00000577884,miRNA,hsa-mir-877,MI0005561,hsa-mir-877
ENSG00000221232,ENST00000408305,miRNA,AC012047.1,,
ENSG00000266361,ENST00000582750,miRNA,BX248507.1,,
ENSG00000266595,ENST00000577204,miRNA,AL133269.1,,
ENSG00000264807,ENST00000577876,miRNA,AL845353.1,,
ENSG00000212101,ENST00000390812,miRNA,AL080276.1,,
ENSG00000264489,ENST00000579227,miRNA,AC120120.1,,
ENSG00000266739,ENST00000582173,miRNA,AL138796.1,,
ENSG00000265719,ENST00000580598,miRNA,MIR4681,MI0017313,hsa-mir-4681
ENSG00000271898,ENST00000607666,miRNA,MIR4791,MI0017438,hsa-mir-4791
ENSG00000264321,ENST00000585146,miRNA,AL358134.1,,
ENSG00000264858,ENST00000582349,miRNA,AL358134.2,,
ENSG00000221703,ENST00000408776,miRNA,MIR302E,MI0006417,hsa-mir-302e
ENSG00000215945,ENST00000401126,miRNA,AC021613.1,,
ENSG00000265596,ENST00000582606,miRNA,MIR3659,MI0016060,hsa-mir-3659
ENSG00000265370,ENST00000580643,miRNA,MIR4682,MI0017314,hsa-mir-4682
ENSG00000238976,ENST00000459086,miRNA,AC004016.1,,
ENSG00000266713,ENST00000401325,miRNA,AC009695.1,,
ENSG00000265355,ENST00000583498,miRNA,MIR3136,MI0014158,hsa-mir-3136
ENSG00000265336,ENST00000579346,miRNA,MIR4640,MI0017267,hsa-mir-4640
ENSG00000266630,ENST00000578848,miRNA,AC022716.1,,
ENSG00000221402,ENST00000408475,miRNA,AL353664.1,,
ENSG00000251849,ENST00000516040,miRNA,AC010887.1,,
ENSG00000265543,ENST00000581900,miRNA,AL451010.1,,
ENSG00000221810,ENST00000408883,miRNA,AC026781.1,,
ENSG00000265722,ENST00000583591,miRNA,AC099326.1,,
ENSG00000265239,ENST00000580337,miRNA,AC073587.1,,
ENSG00000216101,ENST00000401282,miRNA,MIR877,MI0005561,hsa-mir-877
ENSG00000208037,ENST00000385302,miRNA,MIR320A,MI0000542,hsa-mir-320a
ENSG00000222894,ENST00000410962,miRNA,AL662800.1,,
ENSG00000266183,ENST00000583820,miRNA,AL662800.2,,
ENSG00000264386,ENST00000581077,miRNA,MIR4513,MI0016879,hsa-mir-4513
ENSG00000265129,ENST00000581830,miRNA,AC064837.1,,
ENSG00000265783,ENST00000578530,miRNA,AP000445.3,,
ENSG00000238787,ENST00000408239,miRNA,AC093577.1,,
ENSG00000265806,ENST00000585012,miRNA,MIR4292,MI0015897,hsa-mir-4292
ENSG00000266507,ENST00000579420,miRNA,MIR4479,MI0016838,hsa-mir-4479
ENSG00000264814,ENST00000578669,miRNA,MIR1273C,MI0014171,hsa-mir-1273c
ENSG00000223286,ENST00000411354,miRNA,AL121952.1,,
ENSG00000265858,ENST00000581701,miRNA,AL031176.1,,
ENSG00000199121,ENST00000362251,miRNA,MIR26B,MI0000084,hsa-mir-26b
ENSG00000266808,ENST00000583292,miRNA,MIR548AE1,MI0016779,hsa-mir-548ae-1
ENSG00000221456,ENST00000408529,miRNA,MIR1202,MI0006334,hsa-mir-1202
ENSG00000264594,ENST00000581824,miRNA,MIR4640,MI0017267,hsa-mir-4640
ENSG00000221286,ENST00000408359,miRNA,AC092289.1,,
ENSG00000221101,ENST00000408174,miRNA,AL391417.1,,
ENSG00000264809,ENST00000580448,miRNA,AL513344.1,,
ENSG00000264950,ENST00000579710,miRNA,AC113208.1,,
ENSG00000265573,ENST00000584072,miRNA,AC004943.1,,
ENSG00000238508,ENST00000458939,miRNA,AC024569.1,,
ENSG00000271899,ENST00000606121,miRNA,MIR4466,MI0016817,hsa-mir-4466
ENSG00000221799,ENST00000408872,miRNA,AC132068.1,,
ENSG00000221035,ENST00000408108,miRNA,MIR486,MI0023622,hsa-mir-486-2
ENSG00000221035,ENST00000408108,miRNA,MIR486,MI0002470,hsa-mir-486
ENSG00000263351,ENST00000582643,miRNA,MIR4329,MI0015901,hsa-mir-4329
ENSG00000264768,ENST00000580734,miRNA,AL450304.1,,
ENSG00000222615,ENST00000410683,miRNA,AC134025.1,,
ENSG00000198973,ENST00000362103,miRNA,MIR375,MI0000783,hsa-mir-375
ENSG00000263697,ENST00000580529,miRNA,MIR3621,MI0016012,hsa-mir-3621
ENSG00000266491,ENST00000578628,miRNA,AC109335.1,,
ENSG00000264755,ENST00000583592,miRNA,MIR3131,MI0014151,hsa-mir-3131
ENSG00000199066,ENST00000362196,miRNA,MIR330,MI0000803,hsa-mir-330
ENSG00000266617,ENST00000577768,miRNA,MIR3692,MI0016093,hsa-mir-3692
ENSG00000221660,ENST00000408733,miRNA,AC022861.1,,
ENSG00000263710,ENST00000578253,miRNA,AC025175.1,,
ENSG00000265042,ENST00000577540,miRNA,AL137800.1,,
ENSG00000207773,ENST00000385039,miRNA,MIR642A,MI0016685,hsa-mir-642b
ENSG00000207773,ENST00000385039,miRNA,MIR642A,MI0003657,hsa-mir-642a
ENSG00000207636,ENST00000384904,miRNA,MIR631,MI0003645,hsa-mir-631
ENSG00000263933,ENST00000580317,miRNA,AL365502.1,,
ENSG00000266271,ENST00000580368,miRNA,MIR4646,MI0017273,hsa-mir-4646
ENSG00000265294,ENST00000578513,miRNA,AL671883.1,,
ENSG00000207627,ENST00000384895,miRNA,MIR581,MI0003588,hsa-mir-581
ENSG00000207693,ENST00000384960,miRNA,MIR602,MI0003615,hsa-mir-602
ENSG00000216191,ENST00000401372,miRNA,AC009234.2,,
ENSG00000264258,ENST00000581145,miRNA,hsa-mir-1236,MI0006326,hsa-mir-1236
ENSG00000215968,ENST00000401149,miRNA,AC007560.2,,
ENSG00000265831,ENST00000583417,miRNA,MIR3123,MI0014139,hsa-mir-3123
ENSG00000265803,ENST00000580588,miRNA,AL590703.1,,
ENSG00000223101,ENST00000411169,miRNA,AP002364.1,,
ENSG00000266703,ENST00000582647,miRNA,MIR4490,MI0016852,hsa-mir-4490
ENSG00000266272,ENST00000580943,miRNA,Z97632.1,,
ENSG00000221586,ENST00000408659,miRNA,MIR1261,MI0006396,hsa-mir-1261
ENSG00000211580,ENST00000390225,miRNA,MIR769,MI0003834,hsa-mir-769
ENSG00000265421,ENST00000581837,miRNA,MIR4459,MI0016805,hsa-mir-4459
ENSG00000216060,ENST00000401241,miRNA,MIR934,MI0005756,hsa-mir-934
ENSG00000252004,ENST00000516195,miRNA,AC068718.1,,
ENSG00000216011,ENST00000401192,miRNA,AC007682.2,,
ENSG00000272385,ENST00000606281,miRNA,AC007682.3,,
ENSG00000265558,ENST00000581555,miRNA,MIR3918,MI0016424,hsa-mir-3918
ENSG00000265418,ENST00000580325,miRNA,MIR4261,MI0015868,hsa-mir-4261
ENSG00000222482,ENST00000410550,miRNA,AC005071.1,,
ENSG00000263593,ENST00000581683,miRNA,MIR4804,MI0017452,hsa-mir-4804
ENSG00000211983,ENST00000390694,miRNA,AL138919.1,,
ENSG00000264934,ENST00000582152,miRNA,MIR4265,MI0015869,hsa-mir-4265
ENSG00000264399,ENST00000581591,miRNA,MIR4736,MI0017373,hsa-mir-4736
ENSG00000266051,ENST00000581197,miRNA,AC023992.1,,
ENSG00000198974,ENST00000362104,miRNA,MIR30E,MI0000749,hsa-mir-30e
ENSG00000207962,ENST00000385227,miRNA,MIR30C1,MI0000736,hsa-mir-30c-1
ENSG00000221382,ENST00000408455,miRNA,AC096971.1,,
ENSG00000265965,ENST00000583300,miRNA,MIR4266,MI0015870,hsa-mir-4266
ENSG00000222692,ENST00000410760,miRNA,AC007402.1,,
ENSG00000238738,ENST00000459031,miRNA,AC116345.1,,
ENSG00000211575,ENST00000390220,miRNA,MIR760,MI0005567,hsa-mir-760
ENSG00000221073,ENST00000408146,miRNA,AC112198.2,,
ENSG00000207951,ENST00000385216,miRNA,MIR561,MI0003567,hsa-mir-561
ENSG00000265377,ENST00000582908,miRNA,AL773543.2,,
ENSG00000266776,ENST00000580775,miRNA,MIR4646,MI0017273,hsa-mir-4646
ENSG00000221502,ENST00000408575,miRNA,MIR1245A,MI0017431,hsa-mir-1245b
ENSG00000221502,ENST00000408575,miRNA,MIR1245A,MI0006380,hsa-mir-1245a
ENSG00000264725,ENST00000581095,miRNA,MIR3129,MI0014146,hsa-mir-3129
ENSG00000266817,ENST00000579501,miRNA,AC118063.1,,
ENSG00000221267,ENST00000408340,miRNA,MIR1236,MI0006326,hsa-mir-1236
ENSG00000264972,ENST00000410702,miRNA,AL445675.1,,
ENSG00000265442,ENST00000582572,miRNA,MIR3941,MI0016598,hsa-mir-3941
ENSG00000266044,ENST00000583919,miRNA,MIR4469,MI0016820,hsa-mir-4469
ENSG00000264896,ENST00000390764,miRNA,AL451006.1,,
ENSG00000264401,ENST00000582387,miRNA,AL935042.1,,
ENSG00000264559,ENST00000581818,miRNA,MIR3162,MI0014192,hsa-mir-3162
ENSG00000222101,ENST00000410169,miRNA,AC091705.2,,
ENSG00000265503,ENST00000580405,miRNA,MIR1269B,MI0016888,hsa-mir-1269b
ENSG00000264984,ENST00000579525,miRNA,MIR5691,MI0019296,hsa-mir-5691
ENSG00000221264,ENST00000408337,miRNA,MIR1284,MI0006431,hsa-mir-1284
ENSG00000266449,ENST00000581359,miRNA,MIR3713,MI0016134,hsa-mir-3713
ENSG00000266800,ENST00000583461,miRNA,AL135791.1,,
ENSG00000265201,ENST00000584153,miRNA,MIR4677,MI0017308,hsa-mir-4677
ENSG00000263552,ENST00000580386,miRNA,hsa-mir-219a-1,MI0000296,hsa-mir-219a-1
ENSG00000221446,ENST00000408519,miRNA,AC099805.1,,
ENSG00000265463,ENST00000584134,miRNA,AC012391.1,,
ENSG00000263526,ENST00000579876,miRNA,MIR378G,MI0016761,hsa-mir-378g
ENSG00000264576,ENST00000390739,miRNA,AC104012.1,,
ENSG00000266684,ENST00000582458,miRNA,AL117337.1,,
ENSG00000221686,ENST00000408759,miRNA,AC096579.1,,
ENSG00000263653,ENST00000583829,miRNA,AC007025.1,,
ENSG00000212100,ENST00000390811,miRNA,MIR764,MI0003944,hsa-mir-764
ENSG00000221565,ENST00000408638,miRNA,AP004242.1,,
ENSG00000222321,ENST00000410389,miRNA,MIR1912,MI0008333,hsa-mir-1912
ENSG00000221710,ENST00000408783,miRNA,MIR1298,MI0003938,hsa-mir-1298
ENSG00000265510,ENST00000585278,miRNA,MIR4436A,MI0016776,hsa-mir-4436a
ENSG00000222715,ENST00000410783,miRNA,MIR1911,MI0008332,hsa-mir-1911
ENSG00000238952,ENST00000458882,miRNA,AC099757.1,,
ENSG00000216168,ENST00000401349,miRNA,AC100832.1,,
ENSG00000221344,ENST00000408417,miRNA,AC068946.1,,
ENSG00000211514,ENST00000390180,miRNA,MIR454,MI0003820,hsa-mir-454
ENSG00000221637,ENST00000408710,miRNA,AC105252.1,,
ENSG00000263649,ENST00000581098,miRNA,MIR3135B,MI0016809,hsa-mir-3135b
ENSG00000266277,ENST00000582089,miRNA,AC096763.1,,
ENSG00000216037,ENST00000401218,miRNA,AL356479.1,,
ENSG00000207647,ENST00000384914,miRNA,MIR153-1,MI0000463,hsa-mir-153-1
ENSG00000222805,ENST00000410873,miRNA,AC010319.1,,
ENSG00000264696,ENST00000583573,miRNA,AC108078.1,,
ENSG00000266760,ENST00000580818,miRNA,MIR4464,MI0016812,hsa-mir-4464
ENSG00000252676,ENST00000516867,miRNA,AL391559.1,,
ENSG00000265252,ENST00000581997,miRNA,MIR3132,MI0014152,hsa-mir-3132
ENSG00000221798,ENST00000408871,miRNA,AC092812.1,,
ENSG00000221706,ENST00000408779,miRNA,AC090573.1,,
ENSG00000263734,ENST00000577473,miRNA,MIR4643,MI0017270,hsa-mir-4643
ENSG00000212066,ENST00000390777,miRNA,AL645941.1,,
ENSG00000266700,ENST00000578198,miRNA,AL139396.1,,
ENSG00000264890,ENST00000583981,miRNA,AC011379.1,,
ENSG00000221165,ENST00000408238,miRNA,AL359983.1,,
ENSG00000265978,ENST00000581611,miRNA,AL008721.1,,
ENSG00000207849,ENST00000385114,miRNA,AC108867.1,,
ENSG00000207996,ENST00000385261,miRNA,MIR301A,MI0000745,hsa-mir-301a
ENSG00000212039,ENST00000390750,miRNA,AL592205.1,,
ENSG00000265771,ENST00000577912,miRNA,AL592205.2,,
ENSG00000267959,ENST00000583494,miRNA,MIR3188,MI0014232,hsa-mir-3188
ENSG00000266518,ENST00000581624,miRNA,MIR4268,MI0015874,hsa-mir-4268
ENSG00000263857,ENST00000584140,miRNA,MIR4729,MI0017366,hsa-mir-4729
ENSG00000264175,ENST00000578735,miRNA,MIR3189,MI0014233,hsa-mir-3189
ENSG00000221167,ENST00000408240,miRNA,AC008397.1,,
ENSG00000221145,ENST00000408218,miRNA,AL136987.1,,
ENSG00000199004,ENST00000362134,miRNA,MIR21,MI0000077,hsa-mir-21
ENSG00000221254,ENST00000408327,miRNA,AL163952.2,,
ENSG00000199036,ENST00000362166,miRNA,MIR219-1,MI0000296,hsa-mir-219a-1
ENSG00000263522,ENST00000578369,miRNA,Z97054.1,,
ENSG00000221199,ENST00000408272,miRNA,AC114765.3,,
ENSG00000271886,ENST00000606724,miRNA,MIR98,MI0000100,hsa-mir-98
ENSG00000208012,ENST00000385277,miRNA,MIRLET7F2,MI0000068,hsa-let-7f-2
ENSG00000216192,ENST00000401373,miRNA,MIR920,MI0005712,hsa-mir-920
ENSG00000222096,ENST00000410164,miRNA,AC019051.1,,
ENSG00000264362,ENST00000584609,miRNA,AC093875.1,,
ENSG00000264925,ENST00000582362,miRNA,Z98949.1,,
ENSG00000222526,ENST00000410594,miRNA,AC060835.1,,
ENSG00000221432,ENST00000408505,miRNA,AC079834.2,,
ENSG00000221680,ENST00000408753,miRNA,MIR1278,MI0006425,hsa-mir-1278
ENSG00000221809,ENST00000408882,miRNA,AC074051.1,,
ENSG00000221293,ENST00000408366,miRNA,AC009987.1,,
ENSG00000207821,ENST00000385086,miRNA,MIR640,MI0003655,hsa-mir-640
ENSG00000221777,ENST00000408850,miRNA,AL160056.1,,
ENSG00000265419,ENST00000583000,miRNA,AL359987.1,,
ENSG00000238412,ENST00000459381,miRNA,AL589947.1,,
ENSG00000252146,ENST00000516337,miRNA,AL390776.1,,
ENSG00000263381,ENST00000581357,miRNA,MIR5584,MI0019141,hsa-mir-5584
ENSG00000221170,ENST00000408243,miRNA,MIR1304,MI0006371,hsa-mir-1304
ENSG00000264085,ENST00000579078,miRNA,MIR5004,MI0017870,hsa-mir-5004
ENSG00000252226,ENST00000516417,miRNA,AL451051.1,,
ENSG00000266509,ENST00000579806,miRNA,MIR3934,MI0016590,hsa-mir-3934
ENSG00000265108,ENST00000581340,miRNA,AL357932.1,,
ENSG00000265986,ENST00000580028,miRNA,MIR4735,MI0017372,hsa-mir-4735
ENSG00000221771,ENST00000408844,miRNA,MIR1205,MI0006338,hsa-mir-1205
ENSG00000199085,ENST00000362215,miRNA,MIR148A,MI0000253,hsa-mir-148a
ENSG00000263966,ENST00000582258,miRNA,AP000765.1,,
ENSG00000263845,ENST00000584720,miRNA,AL390879.1,,
ENSG00000221230,ENST00000408303,miRNA,MIR548L,MI0006361,hsa-mir-548l
ENSG00000266430,ENST00000577937,miRNA,AC004520.1,,
ENSG00000221176,ENST00000408249,miRNA,MIR1207,MI0006340,hsa-mir-1207
ENSG00000266294,ENST00000579017,miRNA,AL136380.1,,
ENSG00000221261,ENST00000408334,miRNA,MIR1208,MI0006341,hsa-mir-1208
ENSG00000216123,ENST00000401304,miRNA,AC012119.1,,
ENSG00000199001,ENST00000362131,miRNA,MIR448,MI0001637,hsa-mir-448
ENSG00000264650,ENST00000583502,miRNA,AL359473.1,,
ENSG00000266415,ENST00000582271,miRNA,MIR4636,MI0017263,hsa-mir-4636
ENSG00000221697,ENST00000408770,miRNA,MIR1275,MI0006415,hsa-mir-1275
ENSG00000207750,ENST00000385017,miRNA,MIR553,MI0003558,hsa-mir-553
ENSG00000221707,ENST00000408780,miRNA,AL592294.1,,
ENSG00000221779,ENST00000408852,miRNA,AL590403.1,,
ENSG00000265339,ENST00000578823,miRNA,AC011477.1,,
ENSG00000221351,ENST00000408424,miRNA,AC068570.1,,
ENSG00000216067,ENST00000401248,miRNA,AC104457.1,,
ENSG00000263568,ENST00000583893,miRNA,MIR3916,MI0016422,hsa-mir-3916
ENSG00000266115,ENST00000578401,miRNA,AC005375.1,,
ENSG00000221698,ENST00000408771,miRNA,MIR548H3,MI0006413,hsa-mir-548h-3
ENSG00000265720,ENST00000583318,miRNA,AC097470.1,,
ENSG00000221635,ENST00000408708,miRNA,BX255972.1,,
ENSG00000272640,ENST00000580614,miRNA,AC012314.4,,
ENSG00000238641,ENST00000458791,miRNA,AC008122.1,,
ENSG00000263763,ENST00000577904,miRNA,MIR3686,MI0016087,hsa-mir-3686
ENSG00000265513,ENST00000579056,miRNA,hsa-mir-3673,MI0016074,hsa-mir-3673
ENSG00000266096,ENST00000577793,miRNA,AC011652.2,,
ENSG00000265219,ENST00000584102,miRNA,AC011652.1,,
ENSG00000264052,ENST00000581765,miRNA,MIR3655,MI0016055,hsa-mir-3655
ENSG00000265687,ENST00000580804,miRNA,AC016178.1,,
ENSG00000207975,ENST00000385240,miRNA,MIR181B1,MI0000270,hsa-mir-181b-1
ENSG00000264680,ENST00000582899,miRNA,hsa-mir-3669,MI0016070,hsa-mir-3669
ENSG00000207759,ENST00000385026,miRNA,MIR181A1,MI0000289,hsa-mir-181a-1
ENSG00000266387,ENST00000582296,miRNA,AC016178.2,,
ENSG00000264975,ENST00000579990,miRNA,MIR4431,MI0016771,hsa-mir-4431
ENSG00000251725,ENST00000515916,miRNA,MIR2277,MI0011284,hsa-mir-2277
ENSG00000238367,ENST00000459007,miRNA,MIR2113,MI0003939,hsa-mir-2113
ENSG00000198983,ENST00000362113,miRNA,MIR449A,MI0001648,hsa-mir-449a
ENSG00000207728,ENST00000384995,miRNA,MIR449B,MI0003673,hsa-mir-449b
ENSG00000251856,ENST00000516047,miRNA,MIR449C,MI0003823,hsa-mir-449c
ENSG00000221437,ENST00000408510,miRNA,AC068058.1,,
ENSG00000264241,ENST00000583622,miRNA,AL138721.1,,
ENSG00000264441,ENST00000578235,miRNA,AC006539.1,,
ENSG00000265226,ENST00000579940,miRNA,MIR548AI,MI0016813,hsa-mir-548ai
ENSG00000239006,ENST00000410741,miRNA,AC105941.1,,
ENSG00000264653,ENST00000582634,miRNA,MIR5194,MI0018173,hsa-mir-5194
ENSG00000265135,ENST00000581367,miRNA,MIR5687,MI0019291,hsa-mir-5687
ENSG00000265280,ENST00000578074,miRNA,AC018804.1,,
ENSG00000264740,ENST00000583374,miRNA,AC008064.1,,
ENSG00000263805,ENST00000583711,miRNA,AL450244.1,,
ENSG00000265931,ENST00000582318,miRNA,AC112719.1,,
ENSG00000265452,ENST00000581338,miRNA,MIR3682,MI0016083,hsa-mir-3682
ENSG00000264010,ENST00000580105,miRNA,MIR4429,MI0016768,hsa-mir-4429
ENSG00000263401,ENST00000580730,miRNA,AC008674.1,,
ENSG00000221403,ENST00000408476,miRNA,AC096633.1,,
ENSG00000265583,ENST00000581704,miRNA,AC011994.1,,
ENSG00000221021,ENST00000408094,miRNA,AL035697.1,,
ENSG00000265527,ENST00000583739,miRNA,MIR5690,MI0019295,hsa-mir-5690
ENSG00000223063,ENST00000411131,miRNA,AL157823.1,,
ENSG00000264572,ENST00000581038,miRNA,MIR4296,MI0015823,hsa-mir-4296
ENSG00000264759,ENST00000580961,miRNA,AC005000.2,,
ENSG00000211498,ENST00000390164,miRNA,AC093311.1,,
ENSG00000221743,ENST00000408816,miRNA,Z95152.1,,
ENSG00000265682,ENST00000578475,miRNA,MIR4267,MI0015871,hsa-mir-4267
ENSG00000211513,ENST00000390179,miRNA,MIR320E,MI0014234,hsa-mir-320e
ENSG00000264979,ENST00000583272,miRNA,MIR4436B2,MI0019110,hsa-mir-4436b-2
ENSG00000264979,ENST00000583272,miRNA,MIR4436B2,MI0017425,hsa-mir-4436b-1
ENSG00000222570,ENST00000410638,miRNA,AF216667.1,,
ENSG00000266328,ENST00000583537,miRNA,hsa-mir-4536-2,MI0019149,hsa-mir-4536-2
ENSG00000266328,ENST00000583537,miRNA,hsa-mir-4536-2,MI0016906,hsa-mir-4536-1
ENSG00000264878,ENST00000583113,miRNA,Z85986.1,,
ENSG00000212091,ENST00000390802,miRNA,AC013268.1,,
ENSG00000263894,ENST00000584674,miRNA,MIR3925,MI0016433,hsa-mir-3925
ENSG00000221760,ENST00000408833,miRNA,MIR548J,MI0006345,hsa-mir-548j
ENSG00000238971,ENST00000408086,miRNA,AC093766.1,,
ENSG00000265134,ENST00000577414,miRNA,MIR3191,MI0014236,hsa-mir-3191
ENSG00000265134,ENST00000577414,miRNA,MIR3191,MI0014235,hsa-mir-3190
ENSG00000264953,ENST00000580602,miRNA,AC093602.1,,
ENSG00000266376,ENST00000583669,miRNA,AC093165.1,,
ENSG00000252196,ENST00000516387,miRNA,AL590482.1,,
ENSG00000221072,ENST00000408145,miRNA,AC124853.1,,
ENSG00000221595,ENST00000408668,miRNA,AC010458.1,,
ENSG00000265056,ENST00000581352,miRNA,MIR548S,MI0014141,hsa-mir-548s
ENSG00000264802,ENST00000577455,miRNA,MIR5191,MI0018170,hsa-mir-5191
ENSG00000221028,ENST00000408101,miRNA,MIR1231,MI0006321,hsa-mir-1231
ENSG00000265172,ENST00000578394,miRNA,MIR4262,MI0015872,hsa-mir-4262
ENSG00000265665,ENST00000577951,miRNA,AC008391.1,,
ENSG00000263926,ENST00000579627,miRNA,MIR4462,MI0016810,hsa-mir-4462
ENSG00000264022,ENST00000581702,miRNA,AL732363.1,,
ENSG00000265444,ENST00000578268,miRNA,MIR4733,MI0017370,hsa-mir-4733
ENSG00000264560,ENST00000582194,miRNA,AC073973.1,,
ENSG00000221544,ENST00000408617,miRNA,AL359709.1,,
ENSG00000252918,ENST00000517109,miRNA,AL359709.2,,
ENSG00000222958,ENST00000411026,miRNA,MIR1913,MI0008334,hsa-mir-1913
ENSG00000264094,ENST00000583014,miRNA,AC022616.1,,
ENSG00000221346,ENST00000408419,miRNA,AL356458.1,,
ENSG00000207800,ENST00000385065,miRNA,MIR504,MI0003189,hsa-mir-504
ENSG00000238716,ENST00000458769,miRNA,AL031905.1,,
ENSG00000266459,ENST00000579485,miRNA,MIR4724,MI0017361,hsa-mir-4724
ENSG00000207614,ENST00000384882,miRNA,MIR193A,MI0000487,hsa-mir-193a
ENSG00000221447,ENST00000408520,miRNA,AL591415.1,,
ENSG00000265976,ENST00000581700,miRNA,MIR4725,MI0017362,hsa-mir-4725
ENSG00000199187,ENST00000362317,miRNA,MIR365B,MI0000769,hsa-mir-365b
ENSG00000221616,ENST00000408689,miRNA,MIR548H4,MI0006414,hsa-mir-548h-4
ENSG00000265828,ENST00000582614,miRNA,MIR3939,MI0016596,hsa-mir-3939
ENSG00000272713,ENST00000609734,miRNA,AL662890.6,,
ENSG00000273023,ENST00000609929,miRNA,AL662890.10,,
ENSG00000266745,ENST00000578460,miRNA,MIR3135A,MI0014156,hsa-mir-3135a
ENSG00000221659,ENST00000408732,miRNA,AC104441.1,,
ENSG00000266890,ENST00000583531,miRNA,MIR4634,MI0017261,hsa-mir-4634
